,model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,is_gaming_laptop,is_regular_laptop
21,asus vivobook 14 x415ja-bv301ws laptop,asus,10th gen core i3,8,256,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,2,4,51,29890,False,True
22,hp 15s-fq2717tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,56,41900,False,True
23,lenovo v15 ‎82c70005uk laptop,lenovo,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,6,12,60,38480,False,True
24,lenovo v15 82kda00xih laptop,lenovo,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,6,12,55,38489,False,True
25,lenovo e41-55 82fj00agih laptop,lenovo,athlon gold 3150u,4,256,1000,Windows,AMD Radeon RADEON,14.0,1920 x 1080,2,4,41,18990,False,True
26,asus vivobook 15 x1500ea-ej322ws laptop,asus,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,41,35978,False,True
27,hp victus 15-fa0165tx laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,8,12,73,69990,False,True
28,hp 15s-fr2511tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,60,40880,False,True
29,asus tuf gaming a17 fa706ihrb-hx041w gaming laptop,asus,amd ryzen 5 4600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,17.29,1920 x 1080,6,12,67,52990,True,False
30,hp pavilion 15-eg2009tu laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,12,16,62,62990,False,True
31,hp 15s- eq2212au laptop,hewlett packard,amd ryzen 3 5300u,8,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,4,8,59,37990,False,True
32,dell inspiron 3520 laptop,dell,12th gen core i5,8,256,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,53,57990,False,True
33,hp 245 g8 62g68pa laptop,hewlett packard,amd ryzen 3 3250u,8,384,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1080,2,4,59,27890,False,True
34,acer one 14 z2-493 laptop,acer,amd ryzen 3 3250u,4,256,532,Windows,AMD Radeon Radeon Graphics,14.0,1366 x 768,2,4,50,20990,False,True
35,acer aspire 7 a715-51g nh.qgcsi.001 gaming laptop,acer,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12,16,74,64990,True,False
36,dell inspiron 5320 laptop,dell,12th gen core i7,16,512,1000,Windows,Intel Integrated UHD,13.3,1920 x 1080,12,16,65,84918,False,True
37,msi bravo 15 b5dd-410in gaming laptop,micro star international,ryzen 5 5600h,8,512,564,Windows,4 GB AMD Radeon RX 5500M,15.6,1920 x 1080,6,12,68,47990,True,False
38,lenovo ideapad flex 5 82r9008gin laptop,lenovo,amd ryzen 5 5500u,16,512,1000,Windows,AMD Radeon,14.0,1920 x 1200,6,12,74,61100,False,True
39,hp victus 15-fa0070tx laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,8,12,71,67990,False,True
40,lenovo ideapad slim 1 82r10049in laptop,lenovo,amd ryzen 3 3250u,8,512,564,Windows,AMD Radeon Graphics,15.6,1920 x 1080,2,4,60,34300,False,True
41,asus vivobook s15 oled k3502za-l501ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Iris XE Graphics,15.6,1920 x 1080,12,16,65,73000,False,True
42,lenovo ideapad d330 82h0001yin laptop,lenovo,celeron n4020,4,192,128,Windows,Intel UHD Graphics 600,10.1,1200 x 800,4,2,49,22999,False,True
43,infinix inbook x1 xl11 laptop,infinix,10th gen core i3,8,256,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,4,44,37999,False,True
44,realme book slim laptop,realme,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1440 x 2160,4,8,61,39990,False,True
45,infinix zero book series zl12 laptop,infinix,12th gen core i7,16,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,14,20,63,64990,False,True
46,asus vivobook 15 x1500ea-ej701w laptop,asus,11th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4,8,63,56799,False,True
47,lenovo ideapad gaming 3 82k201yain laptop,lenovo,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,69,55990,True,False
48,asus vivobook pro 14 oled m3400qa-km502ws gaming laptop,asus,ryzen 5 5600h,8,512,1000,Windows,AMD Radeon Graphics,14.0,2880 x 1800,6,12,69,53000,True,False
49,hp pavilion x360 14-ek0074tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,10,12,68,73490,False,True
50,lenovo ideapad gaming 3 82k201uein laptop,lenovo,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,69,58490,True,False
51,asus vivobook pro 15 oled m6500ih-hn701ws laptop,asus,ryzen 7 4800h,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650 Max Q,15.6,1920 x 1080,8,16,69,58990,False,True
52,asus tuf gaming a15 fa506ihrz-hn111w laptop,asus,amd ryzen 5 4600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,69,54990,True,False
53,hp victus 15-fb0050ax gaming laptop,hewlett packard,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,72,67600,True,False
54,lenovo ideapad slim 5 82sf008yin laptop,lenovo,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,66,72490,False,True
55,acer aspire 5 a515-57g un.k9tsi.002 gaming laptop,acer,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12,16,69,62990,True,False
56,asus vivobook 15 x1500ea-ej322ws laptop,asus,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,41,35325,False,True
57,hp 14s-dy5005tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Integrated Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,57,63990,False,True
58,asus vivobook 15 2022 x1502za-ej312ws laptop,asus,12th gen core i3,8,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,10,12,54,42300,False,True
59,lenovo ideapad slim 3 82rk0062in laptop,lenovo,12th gen core i5,8,512,1000,Windows,‎Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,55,58490,False,True
60,msi thin gf63 11sc-852in gaming laptop,micro star international,11th gen core i7,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650 MAX Q,15.6,1920 x 1080,8,16,73,64000,True,False
61,asus zenbook 17 fold ux9702aa-md023ws laptop,asus,12th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,17.29,2560 x 1920,10,12,80,329990,False,True
62,nokia purebook s14 nki511tl165s laptop,nokia,11th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.1,1920 x 1080,4,8,62,40990,False,True
63,dell latitude 3420 laptop,dell,11th gen core i5,8,512,1000,Windows,Intel UHD Graphics,14.0,1366 x 768,4,8,56,73740,False,True
64,acer aspire 3 a315-24 laptop,acer,ryzen 5 7520u,8,512,1000,Windows,AMD Radeon Graphiics,15.6,1920 x 1080,4,8,56,52490,False,True
65,hp 14s-dq2649tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,4,57,45500,False,True
66,samsung galaxy book2 np550xed-ka1in 15 laptop,samsung,12th gen core i5,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,10,12,60,67990,False,True
67,samsung galaxy book 3 pro np960xfg-kc1in laptop,samsung,13th gen core i7,16,512,1000,Windows,‎Intel Iris Xe Graphics,16.0,2880 x 1800,12,16,73,149990,False,True
68,samsung galaxy book 3 pro 14 np940xfg-kc4in laptop,samsung,13th gen core i7,16,512,1000,Windows,‎Intel Iris Xe Graphics,14.0,2880 x 1800,12,16,72,139990,False,True
69,samsung galaxy book 3 pro 14 np940xfg-kc5in laptop,samsung,13th gen core i7,16,1000,1000,Windows,‎Intel Iris Xe Graphics,14.0,2880 x 1800,12,16,74,155990,False,True
70,samsung galaxy book 3 pro 14 np940xfg-kc1in laptop,samsung,13th gen core i5,16,512,1000,Windows,‎Intel Iris Xe Graphics,14.0,2880 x 1800,12,16,71,131990,False,True
71,samsung galaxy book 3 360 15 np750qfg-ka2in laptop,samsung,13th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,12,16,71,114990,False,True
72,lenovo v15 ‎82c70005uk laptop,lenovo,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,6,12,60,38490,False,True
73,samsung galaxy book 3 360 13 np730qfg-ka1in laptop,samsung,13th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,10,12,67,109990,False,True
74,samsung galaxy book 3 360 13 np730qfg-ka3in laptop,samsung,13th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,10,12,69,133990,False,True
75,samsung galaxy book 3 360 13 np730qfg-ka2in laptop,samsung,13th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,10,12,67,117990,False,True
76,samsung galaxy book 3 pro 360 np960qfg-ka2in laptop,samsung,13th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,16.0,2880 x 1800,12,16,75,155990,False,True
77,samsung galaxy book 3 pro np960xfg-kc2in laptop,samsung,13th gen core i7,16,1000,1000,Windows,‎Intel Iris Xe Graphics,16.0,2880 x 1800,12,16,74,165990,False,True
78,samsung galaxy book 3 pro 360 np960qfg-ka1in laptop,samsung,13th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,16.0,2880 x 1800,12,16,81,163990,False,True
79,samsung galaxy book 3 360 np750qfg-ka1in laptop,samsung,13th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,12,16,73,122990,False,True
80,samsung galaxy book 3 pro 360 np960qfg-ka3in laptop,samsung,13th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,16.0,2880 x 1800,12,16,82,179990,False,True
81,lenovo ideapad gaming 3 82k1017win laptop,lenovo,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4,8,71,52900,True,False
82,acer one 14 z2-493 laptop,acer,amd ryzen 3 3250u,8,256,1000,Windows,AMD Radeon Graphics,14.0,1366 x 768,2,4,53,25990,False,True
83,dell inspiron 3525 d560789win9s laptop,dell,amd ryzen 5 5625u,8,512,1000,Windows,AMD Radeon Radeon Graphics,15.6,1920 x 1080,6,12,68,49441,False,True
84,acer aspire 3 a315-59 laptop,acer,12th gen core i3,8,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,6,8,54,39990,False,True
85,lenovo ideapad gaming 3 82k201y9in laptop,lenovo,amd ryzen 5 5600h,8,256,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,73,56990,True,False
86,lenovo ideapad flex 5 82r9008gin laptop,lenovo,amd ryzen 5 5500u,16,512,1000,Windows,AMD Radeon,14.0,1920 x 1200,6,12,74,61590,False,True
87,hp pavilion 15s-eq2182au laptop,hewlett packard,amd ryzen 5 5500u,16,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,6,12,63,49123,False,True
88,hp victus 15-fa0350tx laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,12,75,77990,False,True
89,asus tuf gaming a15 2022 fa577re-hn055ws gaming laptop,asus,amd ryzen 7 6800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,8,16,80,96085,True,False
90,hp victus 16-e0352ax gaming laptop,hewlett packard,ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,6,12,72,63990,True,False
91,asus tuf gaming f15 fx506lhb-hn355ws gaming laptop,asus,10th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4,8,63,54990,True,False
92,hp pavilion 15-eg2002tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xᵉ Graphics,15.6,1920 x 1080,12,16,65,69990,False,True
93,samsung galaxy book2 pro 360 15 laptop,samsung,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1080 x 1920,8,16,74,129990,False,True
94,dell vostro 3510 laptop,dell,11th gen core i3,8,256,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,56,37990,False,True
95,asus vivobook k15 oled km513ua-l503ws laptop,asus,amd ryzen 5 5500u,8,256,1000,Windows,AMD Radeon AMD,15.6,1920 x 1080,6,12,65,47990,False,True
96,hp 14s-fq1092au laptop,hewlett packard,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon AMD,14.0,1920 x 1080,6,12,65,46058,False,True
97,microsoft surface laptop go 1943 thj-00023 laptop,microsoft,10th gen core i5,8,256,1000,Windows,Intel Integrated UHD,12.39,1536 x 1024,4,8,55,67000,False,True
98,hp 245 g8 689t3pa laptop,hewlett packard,amd ryzen 3 3250u,8,512,1000,Windows,AMD Radeon Graphics,14.0,1366 x 768,2,4,59,27989,False,True
99,lenovo ideapad 3i ‎82rj005bus laptop,lenovo,12th gen core i5,8,256,1000,Windows,Intel iris Xe Integrated,14.0,1920 x 1080,10,12,62,49990,False,True
100,apple macbook pro 16 inch laptop,apple,m2 max 12 core cpu,32,1000,1000,Mac,38 core GPU,16.2,3456 x 2234,12,24,66,349900,False,True
101,samsung galaxy book 2 np550xed-ka3in laptop,samsung,12th gen core i7,16,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,10,12,63,72990,False,True
102,asus vivobook 15 k513ep-bq1093t laptop,asus,11th gen core i5,8,512,1000,Windows,2 GB NVIDIA GeForce MX330,15.6,1920 x 1080,4,8,54,45990,False,True
103,lenovo ideapad gaming 3 15ihu6 82k101gsin laptop,lenovo,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4,8,72,54990,True,False
104,asus vivobook 14 x415ea-ek701ws laptop,asus,11th gen core i7,16,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,4,8,69,56990,False,True
105,asus vivobook 14 2022 x1402za-ek312ws laptop,asus,12th gen core i3,8,512,1000,Windows,Intel Integrated Iris Xe Graphics,14.0,1920 x 1080,10,12,61,40990,False,True
106,hp 247 g8 600a9pa laptop,hewlett packard,amd ryzen 3 5300u,8,512,564,Windows,AMD Radeon Graphics,14.0,1366 x 768,4,8,61,32999,False,True
107,asus vivobook pro 16 oled k6602hc-n1902ws gaming laptop,asus,11th gen core i9,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.0,1200 x 1920,8,16,75,87990,True,False
108,acer swift 3 oled sf314-71 nx.kavsi.001 laptop,acer,12th gen core i7,16,1000,1000,Windows,Intel Integrated Iris Xe,14.0,2880 x 1800,14,20,69,115999,False,True
109,dell latitude 3430 laptop,dell,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1366 x 768,10,12,59,108000,False,True
110,hp pavilion 15-eg2018tx laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,2 GB NVIDIA GeForce MX550,15.6,1920 x 1080,10,12,56,75070,False,True
111,microsoft surface pro 9 qez-00065 laptop,microsoft,12th gen core i5,8,256,1000,Windows,Intel Iris Xe Graphics,13.0,2880 x 1920,10,12,51,99999,False,True
112,hp 247 g8 ‎6b5r3pa laptop,hewlett packard,amd ryzen 3 5300u,8,512,564,DOS,AMD Radeon Graphics,14.0,1366 x 768,4,8,56,30020,False,True
113,hp omen 16-n0079ax gaming laptop,hewlett packard,amd ryzen 7 6800h,16,512,1000,Windows,8 GB AMD Radeon RX 6650M,16.1,1920 x 1080,8,16,81,108290,True,False
114,asus vivobook 14 2022 x1402za-mw511ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,12,16,74,66990,False,True
115,hp 14s-dr3001tu laptop,hewlett packard,pentium silver n6000,8,256,564,Windows,Intel UHD Graphics,14.0,1366 x 768,4,4,51,30990,False,True
116,asus vivobook 14 x415ja-ek522ws laptop,asus,10th gen core i5,8,512,1000,Windows,Intel UHD,14.0,1920 x 1080,4,8,60,41990,False,True
117,asus chromebook flip c214ma-bu0704 laptop,asus,celeron n4020,4,128,32,Chrome,Intel Integrated UHD 600,11.6,1366 x 768,2,2,44,15990,False,True
118,lenovo ideapad gaming 3 15iah7 82s900r6in laptop,lenovo,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,12,75,80990,True,False
119,acer predator helios 300 ph315-55 gaming laptop,acer,12th gen core i9,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,76,158990,True,False
120,acer extensa 15 ex215-54 laptop,acer,11th gen core i3,8,512,564,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,50,33990,False,True
121,asus proart studiobook pro 16 oled h7600zm-l701ws laptop,asus,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840 x 2400,14,20,88,198490,False,True
122,asus vivobook 15 x515ja-ej382ws laptop,asus,10th gen core i3,8,512,564,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,55,33575,False,True
123,msi bravo 15 b5dd-410in gaming laptop,micro star international,ryzen 5 5600h,8,512,1000,Windows,4 GB AMD Radeon RX 5500M,15.6,1920 x 1080,6,12,68,48890,True,False
124,infinix inbook x1 neo laptop,infinix,celeron n5100,4,128,564,Windows,Intel Integrated UHD,14.0,1920 x 1080,4,2,47,22990,False,True
125,asus tuf dash f15 2022 fx517zc-hn108ws gaming laptop,asus,12th gen core i7,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,10,16,76,95990,True,False
126,asus vivobook 15 x515ea-ej522ws laptop,asus,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,61,46990,False,True
127,asus vivobook 15 2022 x1502za-ez311ws touch laptop,asus,12th gen core i3,8,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,10,12,59,43879,False,True
128,hp 14s-dy2507tu laptop,hewlett packard,11th gen core i3,8,256,1000,Windows,Intel Integrated UHD Graphics,14.0,1920 x 1080,2,4,55,35490,False,True
129,hp pavilion 15s-fq5112tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,55,62490,False,True
130,asus tuf gaming f15,asus,2022) fx507ze hn038w gaming laptop,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,14,20,79,94990,True,False
131,asus rog strix g17 2022 g713ie-hx040w gaming laptop,asus,amd ryzen 7 4800h,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,17.29,1920 x 1080,8,16,75,87990,True,False
132,infinix inbook x1 neo xl22 laptop,infinix,celeron n5100,8,256,564,Windows,Intel Integrated UHD,14.0,1920 x 1080,4,4,50,29990,False,True
133,asus tuf dash f15 2022 fx517zc-hn083ws gaming laptop,asus,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1080 x 1920,8,12,67,77990,True,False
134,acer nitro 5 an515-56 gaming laptop,acer,11th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,73,62990,True,False
135,acer aspire 5 a515-57g gaming laptop,acer,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12,16,67,59999,True,False
136,lenovo ideapad slim 1 82r1004ain laptop,lenovo,amd ryzen 5 3500u,8,512,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,4,8,61,40026,False,True
137,acer aspire 7 a715-75g nh.qgbsi.001 gaming laptop,acer,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12,16,69,57990,True,False
138,lenovo ideapad gaming 3 82k201ulin laptop,lenovo,ryzen 5 5600h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,75,71990,True,False
139,asus tuf dash f15 2022 fx517zc-hn035ws gaming laptop,asus,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,12,72,75990,True,False
140,asus vivobook pro 14 oled m3400qa-km512ws gaming laptop,asus,ryzen 5 5600h,16,512,1000,Windows,AMD Radeon Graphics,14.0,2880 x 1800,6,12,72,59990,True,False
141,hp pavilion 15-eg2039tu laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,12,16,66,85990,False,True
142,hp pavilion 14-dv2041tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,62,71990,False,True
143,msi gaming crosshair 15 b12uez-677in laptop,micro star international,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,84,111000,True,False
144,apple macbook pro 2022 laptop,apple,apple m2,8,512,1000,Mac,10 Core GPU,13.3,2560 x 1600,8,12,45,139990,False,True
145,hp pavilion 14-dv2015tu laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,65,84990,False,True
146,asus vivobook 15 2022 x1502za-bq502ws laptop,asus,12th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,12,16,63,56825,False,True
147,dell g15-5511 gaming laptop,dell,11th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,69,68102,True,False
148,dell g15-5520 laptop,dell,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,14,20,75,108400,False,True
149,acer aspire 3 a315-58 laptop,acer,11th gen core i5,8,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,4,8,53,43490,False,True
150,hp pavilion 15-ec2048ax gaming laptop,hewlett packard,ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920 x 1080,6,12,72,69028,True,False
151,dell inspiron 3525 laptop,dell,athlon silver 3050u,8,256,564,Windows,AMD Radeon Graphics,15.6,1920 x 1080,2,2,48,33000,False,True
152,avita satus ultimus s111 laptop,avita,celeron n4020,4,128,32,Windows,Intel Integrated UHD Graphics,14.1,1920 x 1080,2,2,47,16990,False,True
153,samsung galaxy book go laptop,samsung,snapdragon 7c,4,384,128,Windows,Qualcomm Adreno,14.0,1920 x 1080,2,4,47,32990,False,True
154,asus vivobook 13 slate oled t3300ka-lq122ws laptop,asus,pentium silver n6000,4,192,128,Windows,Intel UHD Graphics,13.3,1920 x 1080,4,4,51,29990,False,True
155,asus vivobook 15 x515ea-ej322ws laptop,asus,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,50,35990,False,True
